time,open,high,low,close
2026-07-27 17:00:00+00:00,4084.0,4084.1,4072.2,4078.2
2026-07-27 18:00:00+00:00,4078.2,4081.2,4074.5,4079.8
2026-07-27 19:00:00+00:00,4079.9,4091.8,4078.0,4085.5
2026-07-27 20:00:00+00:00,4085.4,4086.4,4077.6,4078.6
2026-07-27 22:00:00+00:00,4083.0,4085.7,4072.3,4075.1
2026-07-27 23:00:00+00:00,4075.4,4076.1,4071.0,4074.4
2026-07-28 00:00:00+00:00,4074.4,4075.5,4058.1,4058.5
2026-07-28 01:00:00+00:00,4058.3,4061.2,4042.9,4045.7
2026-07-28 02:00:00+00:00,4045.9,4049.7,4041.1,4042.3
2026-07-28 03:00:00+00:00,4042.3,4051.5,4040.7,4049.6
2026-07-28 04:00:00+00:00,4049.0,4049.7,4041.2,4042.1
2026-07-28 05:00:00+00:00,4041.9,4046.9,4034.6,4045.2
2026-07-28 06:00:00+00:00,4045.5,4052.8,4042.9,4048.7
2026-07-28 07:00:00+00:00,4048.3,4052.9,4045.8,4047.3
2026-07-28 08:00:00+00:00,4047.3,4055.6,4041.9,4045.7
2026-07-28 09:00:00+00:00,4045.5,4046.1,4018.1,4023.3
2026-07-28 10:00:00+00:00,4023.1,4028.2,4016.5,4025.6
2026-07-28 11:00:00+00:00,4026.0,4031.9,4022.5,4027.8
2026-07-28 12:00:00+00:00,4027.3,4037.9,4022.2,4029.4
2026-07-28 13:00:00+00:00,4029.4,4036.1,4019.3,4021.4
2026-07-28 14:00:00+00:00,4021.9,4034.1,4011.1,4023.8
2026-07-28 15:00:00+00:00,4024.6,4047.4,4021.9,4046.5
2026-07-28 16:00:00+00:00,4046.7,4046.8,4036.6,4037.6
2026-07-28 17:00:00+00:00,4037.9,4041.9,4025.3,4028.0
2026-07-28 18:00:00+00:00,4028.1,4030.5,4021.4,4023.1
2026-07-28 19:00:00+00:00,4022.8,4038.7,4021.5,4025.9
2026-07-28 20:00:00+00:00,4025.8,4030.6,4022.2,4028.8
2026-07-28 22:00:00+00:00,4020.9,4034.0,4013.2,4017.9
2026-07-28 23:00:00+00:00,4017.4,4026.0,4015.0,4024.3
2026-07-29 00:00:00+00:00,4025.0,4030.7,4017.1,4021.3
